"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
21,"Yes","Travel_Rarely",1334,"Research & Development",10,3,"Life Sciences",1079,3,"Female",36,2,1,"Laboratory Technician",1,"Single",1416,17258,1,"No",13,3,1,0,1,6,2,1,0,1,0
34,"Yes","Travel_Rarely",1107,"Human Resources",9,4,"Technical Degree",1467,1,"Female",52,3,1,"Human Resources",3,"Married",2742,3072,1,"No",15,3,4,0,2,0,3,2,2,2,2
35,"Yes","Travel_Rarely",737,"Sales",10,3,"Medical",1639,4,"Male",55,2,3,"Sales Executive",1,"Married",10306,21530,9,"No",17,3,3,0,15,3,3,13,12,6,0
29,"Yes","Travel_Rarely",806,"Research & Development",7,3,"Technical Degree",1299,2,"Female",39,3,1,"Laboratory Technician",3,"Divorced",3339,17285,3,"Yes",13,3,1,2,10,2,3,7,7,7,7
39,"Yes","Travel_Rarely",1122,"Research & Development",6,3,"Medical",932,4,"Male",70,3,1,"Laboratory Technician",1,"Married",2404,4303,7,"Yes",21,4,4,0,8,2,1,2,2,2,2
39,"Yes","Travel_Frequently",203,"Research & Development",2,3,"Life Sciences",1127,1,"Male",84,3,4,"Healthcare Representative",4,"Divorced",12169,13547,7,"No",11,3,4,3,21,4,3,18,7,11,5
26,"Yes","Travel_Frequently",887,"Research & Development",5,2,"Medical",848,3,"Female",88,2,1,"Research Scientist",3,"Married",2366,20898,1,"Yes",14,3,1,1,8,2,3,8,7,1,7
31,"Yes","Travel_Frequently",561,"Research & Development",3,3,"Life Sciences",1537,4,"Female",33,3,1,"Research Scientist",3,"Single",4084,4156,1,"No",12,3,1,0,7,2,1,7,2,7,7
36,"Yes","Travel_Rarely",318,"Research & Development",9,3,"Medical",90,4,"Male",79,2,1,"Research Scientist",3,"Married",3388,21777,0,"Yes",17,3,1,1,2,0,2,1,0,0,0
30,"Yes","Travel_Frequently",448,"Sales",12,4,"Life Sciences",648,2,"Male",74,2,1,"Sales Representative",1,"Married",2033,14470,1,"No",18,3,3,1,1,2,4,1,0,0,0
35,"Yes","Travel_Rarely",104,"Research & Development",2,3,"Life Sciences",1569,1,"Female",69,3,1,"Laboratory Technician",1,"Divorced",2074,26619,1,"Yes",12,3,4,1,1,2,3,1,0,0,0
28,"Yes","Travel_Rarely",1434,"Research & Development",5,4,"Technical Degree",65,3,"Male",50,3,1,"Laboratory Technician",3,"Single",3441,11179,1,"Yes",13,3,3,0,2,3,2,2,2,2,2
58,"Yes","Travel_Rarely",286,"Research & Development",2,4,"Life Sciences",825,4,"Male",31,3,5,"Research Director",2,"Single",19246,25761,7,"Yes",12,3,4,0,40,2,3,31,15,13,8
24,"Yes","Travel_Rarely",1448,"Sales",1,1,"Technical Degree",554,1,"Female",62,3,1,"Sales Representative",2,"Single",3202,21972,1,"Yes",16,3,2,0,6,4,3,5,3,1,4
39,"Yes","Travel_Rarely",1162,"Sales",3,2,"Medical",445,4,"Female",41,3,2,"Sales Executive",3,"Married",5238,17778,4,"Yes",18,3,1,0,12,3,2,1,0,0,0
31,"Yes","Travel_Frequently",703,"Sales",2,3,"Life Sciences",1379,3,"Female",90,2,1,"Sales Representative",4,"Single",2785,11882,7,"No",14,3,3,0,3,3,4,1,0,0,0
31,"Yes","Travel_Rarely",359,"Human Resources",18,5,"Human Resources",1842,4,"Male",89,4,1,"Human Resources",1,"Married",2956,21495,0,"No",17,3,3,0,2,4,3,1,0,0,0
26,"Yes","Travel_Rarely",1357,"Research & Development",25,3,"Life Sciences",55,1,"Male",48,1,1,"Laboratory Technician",3,"Single",2293,10558,1,"No",12,3,3,0,1,2,2,1,0,0,1
29,"Yes","Travel_Frequently",746,"Sales",24,3,"Technical Degree",1928,3,"Male",45,4,1,"Sales Representative",1,"Single",1091,10642,1,"No",17,3,4,0,1,3,3,1,0,0,0
58,"Yes","Travel_Rarely",601,"Research & Development",7,4,"Medical",1360,3,"Female",53,2,3,"Manufacturing Director",1,"Married",10008,12023,7,"Yes",14,3,4,0,31,0,2,10,9,5,9
38,"Yes","Travel_Rarely",903,"Research & Development",2,3,"Medical",1573,3,"Male",81,3,2,"Manufacturing Director",2,"Married",4855,7653,4,"No",11,3,1,2,7,2,3,5,2,1,4
26,"Yes","Travel_Frequently",426,"Human Resources",17,4,"Life Sciences",608,2,"Female",58,3,1,"Human Resources",3,"Divorced",2741,22808,0,"Yes",11,3,2,1,8,2,2,7,7,1,0
33,"Yes","Travel_Rarely",813,"Research & Development",14,3,"Medical",325,3,"Male",58,3,1,"Laboratory Technician",4,"Married",2436,22149,5,"Yes",13,3,3,1,8,2,1,5,4,0,4
36,"Yes","Travel_Rarely",1456,"Sales",13,5,"Marketing",1733,2,"Male",96,2,2,"Sales Executive",1,"Divorced",6134,8658,5,"Yes",13,3,2,3,16,3,3,2,2,2,2
24,"Yes","Travel_Frequently",1287,"Research & Development",7,3,"Life Sciences",647,1,"Female",55,3,1,"Laboratory Technician",3,"Married",2886,14168,1,"Yes",16,3,4,1,6,4,3,6,3,1,2
46,"Yes","Travel_Rarely",377,"Sales",9,3,"Marketing",1457,1,"Male",52,3,3,"Sales Executive",4,"Divorced",10096,15986,4,"No",11,3,1,1,28,1,4,7,7,4,3
19,"Yes","Travel_Rarely",489,"Human Resources",2,2,"Technical Degree",566,1,"Male",52,2,1,"Human Resources",4,"Single",2564,18437,1,"No",12,3,3,0,1,3,4,1,0,0,0
52,"Yes","Travel_Rarely",1030,"Sales",5,3,"Life Sciences",1319,2,"Male",64,3,3,"Sales Executive",2,"Single",8446,21534,9,"Yes",19,3,3,0,10,2,2,8,7,7,7
34,"Yes","Travel_Frequently",234,"Research & Development",9,4,"Life Sciences",1807,4,"Male",93,3,2,"Laboratory Technician",1,"Married",5346,6208,4,"No",17,3,3,1,11,3,2,7,1,0,7
30,"Yes","Travel_Frequently",109,"Research & Development",5,3,"Medical",1017,2,"Female",60,3,1,"Laboratory Technician",2,"Single",2422,25725,0,"No",17,3,1,0,4,3,3,3,2,1,2
56,"Yes","Travel_Rarely",310,"Research & Development",7,2,"Technical Degree",2032,4,"Male",72,3,1,"Laboratory Technician",3,"Married",2339,3666,8,"No",11,3,4,1,14,4,1,10,9,9,8
48,"Yes","Travel_Rarely",626,"Research & Development",1,2,"Life Sciences",64,1,"Male",98,2,3,"Laboratory Technician",3,"Single",5381,19294,9,"Yes",13,3,4,0,23,2,3,1,0,0,0
31,"Yes","Travel_Frequently",534,"Research & Development",20,3,"Life Sciences",587,1,"Male",66,3,3,"Healthcare Representative",3,"Married",9824,22908,3,"No",12,3,1,0,12,2,3,1,0,0,0
31,"Yes","Travel_Rarely",202,"Research & Development",8,3,"Life Sciences",1433,1,"Female",34,2,1,"Research Scientist",2,"Single",1261,22262,1,"No",12,3,3,0,1,3,4,1,0,0,0
45,"Yes","Travel_Frequently",306,"Sales",26,4,"Life Sciences",684,1,"Female",100,3,2,"Sales Executive",1,"Married",4286,5630,2,"No",14,3,4,2,5,4,3,1,1,0,0
45,"Yes","Travel_Rarely",1449,"Sales",2,3,"Marketing",1277,1,"Female",94,1,5,"Manager",2,"Single",18824,2493,2,"Yes",16,3,1,0,26,2,3,24,10,1,11
31,"Yes","Travel_Rarely",330,"Research & Development",22,4,"Medical",1389,4,"Male",98,3,2,"Manufacturing Director",3,"Married",6179,21057,1,"Yes",15,3,4,2,10,3,2,10,2,6,7
39,"Yes","Travel_Rarely",360,"Research & Development",23,3,"Medical",1310,3,"Male",93,3,1,"Research Scientist",1,"Single",3904,22154,0,"No",13,3,1,0,6,2,3,5,2,0,3
25,"Yes","Travel_Rarely",688,"Research & Development",3,3,"Medical",538,1,"Male",91,3,1,"Laboratory Technician",1,"Married",4031,9396,5,"No",13,3,3,1,6,5,3,2,2,0,2
44,"Yes","Travel_Rarely",1097,"Research & Development",10,4,"Life Sciences",1200,3,"Male",96,3,1,"Research Scientist",3,"Single",2936,10826,1,"Yes",11,3,3,0,6,4,3,6,4,0,2
46,"Yes","Travel_Rarely",261,"Research & Development",21,2,"Medical",1821,4,"Female",66,3,2,"Healthcare Representative",2,"Married",8926,10842,4,"No",22,4,4,1,13,2,4,9,7,3,7
41,"Yes","Travel_Rarely",1085,"Research & Development",2,4,"Life Sciences",927,2,"Female",57,1,1,"Laboratory Technician",4,"Divorced",2778,17725,4,"Yes",13,3,3,1,10,1,2,7,7,1,0
46,"Yes","Travel_Rarely",377,"Sales",9,3,"Marketing",1457,1,"Male",52,3,3,"Sales Executive",4,"Divorced",10096,15986,4,"No",11,3,1,1,28,1,4,7,7,4,3
32,"Yes","Travel_Rarely",964,"Sales",1,2,"Life Sciences",1734,1,"Male",34,1,2,"Sales Executive",2,"Single",6735,12147,6,"No",15,3,2,0,10,2,3,0,0,0,0
29,"Yes","Travel_Rarely",805,"Research & Development",1,2,"Life Sciences",816,2,"Female",36,2,1,"Laboratory Technician",1,"Married",2319,6689,1,"Yes",11,3,4,1,1,1,3,1,0,0,0
31,"Yes","Travel_Frequently",1060,"Sales",1,3,"Life Sciences",1331,4,"Female",54,3,1,"Sales Representative",2,"Single",2302,8319,1,"Yes",11,3,1,0,3,2,4,3,2,2,2
58,"Yes","Travel_Rarely",601,"Research & Development",7,4,"Medical",1360,3,"Female",53,2,3,"Manufacturing Director",1,"Married",10008,12023,7,"Yes",14,3,4,0,31,0,2,10,9,5,9
23,"Yes","Travel_Rarely",427,"Sales",7,3,"Life Sciences",1702,3,"Male",99,3,1,"Sales Representative",4,"Divorced",2275,25103,1,"Yes",21,4,2,1,3,2,3,3,2,0,2
36,"Yes","Travel_Rarely",318,"Research & Development",9,3,"Medical",90,4,"Male",79,2,1,"Research Scientist",3,"Married",3388,21777,0,"Yes",17,3,1,1,2,0,2,1,0,0,0
28,"Yes","Travel_Rarely",529,"Research & Development",2,4,"Life Sciences",364,1,"Male",79,3,1,"Laboratory Technician",3,"Single",3485,14935,2,"No",11,3,3,0,5,5,1,0,0,0,0
35,"Yes","Travel_Rarely",1204,"Sales",4,3,"Technical Degree",1100,4,"Male",86,3,3,"Sales Executive",1,"Single",9582,10333,0,"Yes",22,4,1,0,9,2,3,8,7,4,7
36,"Yes","Travel_Rarely",885,"Research & Development",16,4,"Life Sciences",1042,3,"Female",43,4,1,"Laboratory Technician",1,"Single",2743,8269,1,"No",16,3,3,0,18,1,3,17,13,15,14
20,"Yes","Travel_Rarely",129,"Research & Development",4,3,"Technical Degree",960,1,"Male",84,3,1,"Laboratory Technician",1,"Single",2973,13008,1,"No",19,3,2,0,1,2,3,1,0,0,0
28,"Yes","Travel_Rarely",1434,"Research & Development",5,4,"Technical Degree",65,3,"Male",50,3,1,"Laboratory Technician",3,"Single",3441,11179,1,"Yes",13,3,3,0,2,3,2,2,2,2,2
29,"Yes","Travel_Frequently",746,"Sales",24,3,"Technical Degree",1928,3,"Male",45,4,1,"Sales Representative",1,"Single",1091,10642,1,"No",17,3,4,0,1,3,3,1,0,0,0
29,"Yes","Travel_Rarely",805,"Research & Development",1,2,"Life Sciences",816,2,"Female",36,2,1,"Laboratory Technician",1,"Married",2319,6689,1,"Yes",11,3,4,1,1,1,3,1,0,0,0
33,"Yes","Travel_Rarely",587,"Research & Development",10,1,"Medical",584,1,"Male",38,1,1,"Laboratory Technician",4,"Divorced",3408,6705,7,"No",13,3,1,3,8,2,3,4,3,1,3
55,"Yes","Travel_Rarely",725,"Research & Development",2,3,"Medical",787,4,"Male",78,3,5,"Manager",1,"Married",19859,21199,5,"Yes",13,3,4,1,24,2,3,5,2,1,4
39,"Yes","Travel_Rarely",895,"Sales",5,3,"Technical Degree",42,4,"Male",56,3,2,"Sales Representative",4,"Married",2086,3335,3,"No",14,3,3,1,19,6,4,1,0,0,0
20,"Yes","Travel_Frequently",871,"Research & Development",6,3,"Life Sciences",137,4,"Female",66,2,1,"Laboratory Technician",4,"Single",2926,19783,1,"Yes",18,3,2,0,1,5,3,1,0,1,0
47,"Yes","Travel_Frequently",1093,"Sales",9,3,"Life Sciences",1716,3,"Male",82,1,4,"Sales Executive",3,"Married",12936,24164,7,"No",11,3,3,0,25,3,1,23,5,14,10
36,"Yes","Travel_Rarely",1218,"Sales",9,4,"Life Sciences",27,3,"Male",82,2,1,"Sales Representative",1,"Single",3407,6986,7,"No",23,4,2,0,10,4,3,5,3,0,3
29,"Yes","Travel_Rarely",1092,"Research & Development",1,4,"Medical",2027,1,"Male",36,3,1,"Research Scientist",4,"Married",4787,26124,9,"Yes",14,3,2,3,4,3,4,2,2,2,2
49,"Yes","Travel_Frequently",1475,"Research & Development",28,2,"Life Sciences",1420,1,"Male",97,2,2,"Laboratory Technician",1,"Single",4284,22710,3,"No",20,4,1,0,20,2,3,4,3,1,3
25,"Yes","Travel_Rarely",688,"Research & Development",3,3,"Medical",538,1,"Male",91,3,1,"Laboratory Technician",1,"Married",4031,9396,5,"No",13,3,3,1,6,5,3,2,2,0,2
18,"Yes","Travel_Frequently",544,"Sales",3,2,"Medical",1624,2,"Female",70,3,1,"Sales Representative",4,"Single",1569,18420,1,"Yes",12,3,3,0,0,2,4,0,0,0,0
33,"Yes","Travel_Rarely",465,"Research & Development",2,2,"Life Sciences",328,1,"Female",39,3,1,"Laboratory Technician",1,"Married",2707,21509,7,"No",20,4,1,0,13,3,4,9,7,1,7
56,"Yes","Travel_Rarely",310,"Research & Development",7,2,"Technical Degree",2032,4,"Male",72,3,1,"Laboratory Technician",3,"Married",2339,3666,8,"No",11,3,4,1,14,4,1,10,9,9,8
27,"Yes","Travel_Rarely",1420,"Sales",2,1,"Marketing",667,3,"Male",85,3,1,"Sales Representative",1,"Divorced",3041,16346,0,"No",11,3,2,1,5,3,3,4,3,0,2
29,"Yes","Travel_Frequently",337,"Research & Development",14,1,"Other",1421,3,"Female",84,3,3,"Healthcare Representative",4,"Single",7553,22930,0,"Yes",12,3,1,0,9,1,3,8,7,7,7
52,"Yes","Travel_Rarely",723,"Research & Development",8,4,"Medical",433,3,"Male",85,2,2,"Research Scientist",2,"Married",4941,17747,2,"No",15,3,1,0,11,3,2,8,2,7,7
32,"Yes","Travel_Rarely",1259,"Research & Development",2,4,"Life Sciences",1692,4,"Male",95,3,1,"Laboratory Technician",2,"Single",1393,24852,1,"No",12,3,1,0,1,2,3,1,0,0,0
29,"Yes","Travel_Rarely",896,"Research & Development",18,1,"Medical",315,3,"Male",86,2,1,"Research Scientist",4,"Single",2389,14961,1,"Yes",13,3,3,0,4,3,2,4,3,0,1
47,"Yes","Travel_Frequently",719,"Sales",27,2,"Life Sciences",785,2,"Female",77,4,2,"Sales Executive",3,"Single",6397,10339,4,"Yes",12,3,4,0,8,2,3,5,4,1,3
35,"Yes","Travel_Frequently",662,"Sales",18,4,"Marketing",1380,4,"Female",67,3,2,"Sales Executive",3,"Married",4614,23288,0,"Yes",18,3,3,1,5,0,2,4,2,3,2
26,"Yes","Travel_Rarely",471,"Research & Development",24,3,"Technical Degree",622,3,"Male",66,1,1,"Laboratory Technician",4,"Single",2340,23213,1,"Yes",18,3,2,0,1,3,1,1,0,0,0
35,"Yes","Travel_Frequently",880,"Sales",12,4,"Other",1667,4,"Male",36,3,2,"Sales Executive",4,"Single",4581,10414,3,"Yes",24,4,1,0,13,2,4,11,9,6,7
30,"Yes","Travel_Frequently",600,"Human Resources",8,3,"Human Resources",1747,3,"Female",66,2,1,"Human Resources",4,"Divorced",2180,9732,6,"No",11,3,3,1,6,0,2,4,2,1,2
44,"Yes","Travel_Frequently",920,"Research & Development",24,3,"Life Sciences",392,4,"Male",43,3,1,"Laboratory Technician",3,"Divorced",3161,19920,3,"Yes",22,4,4,1,19,0,1,1,0,0,0
33,"Yes","Travel_Rarely",1017,"Research & Development",25,3,"Medical",1108,1,"Male",55,2,1,"Research Scientist",2,"Single",2313,2993,4,"Yes",20,4,2,0,5,0,3,2,2,2,2
44,"Yes","Travel_Rarely",1097,"Research & Development",10,4,"Life Sciences",1200,3,"Male",96,3,1,"Research Scientist",3,"Single",2936,10826,1,"Yes",11,3,3,0,6,4,3,6,4,0,2
40,"Yes","Non-Travel",1479,"Sales",24,3,"Life Sciences",986,2,"Female",100,4,4,"Sales Executive",2,"Single",13194,17071,4,"Yes",16,3,4,0,22,2,2,1,0,0,0
42,"Yes","Travel_Frequently",933,"Research & Development",19,3,"Medical",752,3,"Male",57,4,1,"Research Scientist",3,"Divorced",2759,20366,6,"Yes",12,3,4,0,7,2,3,2,2,2,2
21,"Yes","Travel_Frequently",251,"Research & Development",10,2,"Life Sciences",1279,1,"Female",45,2,1,"Laboratory Technician",3,"Single",2625,25308,1,"No",20,4,3,0,2,2,1,2,2,2,2
34,"Yes","Travel_Frequently",658,"Research & Development",7,3,"Life Sciences",147,1,"Male",66,1,2,"Laboratory Technician",3,"Single",6074,22887,1,"Yes",24,4,4,0,9,3,3,9,7,0,6
33,"Yes","Travel_Rarely",813,"Research & Development",14,3,"Medical",325,3,"Male",58,3,1,"Laboratory Technician",4,"Married",2436,22149,5,"Yes",13,3,3,1,8,2,1,5,4,0,4
28,"Yes","Travel_Rarely",890,"Research & Development",2,4,"Medical",828,3,"Male",46,3,1,"Research Scientist",3,"Single",4382,16374,6,"No",17,3,4,0,5,3,2,2,2,2,1
35,"Yes","Travel_Rarely",303,"Sales",27,3,"Life Sciences",1797,3,"Male",84,3,2,"Sales Executive",4,"Single",5813,13492,1,"Yes",18,3,4,0,10,2,3,10,7,7,7
33,"Yes","Travel_Rarely",813,"Research & Development",14,3,"Medical",325,3,"Male",58,3,1,"Laboratory Technician",4,"Married",2436,22149,5,"Yes",13,3,3,1,8,2,1,5,4,0,4
29,"Yes","Travel_Frequently",746,"Sales",24,3,"Technical Degree",1928,3,"Male",45,4,1,"Sales Representative",1,"Single",1091,10642,1,"No",17,3,4,0,1,3,3,1,0,0,0
44,"Yes","Travel_Rarely",1097,"Research & Development",10,4,"Life Sciences",1200,3,"Male",96,3,1,"Research Scientist",3,"Single",2936,10826,1,"Yes",11,3,3,0,6,4,3,6,4,0,2
41,"Yes","Travel_Rarely",1085,"Research & Development",2,4,"Life Sciences",927,2,"Female",57,1,1,"Laboratory Technician",4,"Divorced",2778,17725,4,"Yes",13,3,3,1,10,1,2,7,7,1,0
26,"Yes","Travel_Rarely",1146,"Sales",8,3,"Technical Degree",796,4,"Male",38,2,2,"Sales Executive",1,"Single",5326,3064,6,"No",17,3,3,0,6,2,2,4,3,1,2
50,"Yes","Travel_Frequently",562,"Sales",8,2,"Technical Degree",723,2,"Male",50,3,2,"Sales Executive",3,"Married",6796,23452,3,"Yes",14,3,1,1,18,4,3,4,3,1,3
32,"Yes","Travel_Rarely",414,"Sales",2,4,"Marketing",1862,3,"Male",82,2,2,"Sales Executive",2,"Single",9907,26186,7,"Yes",12,3,3,0,7,3,2,2,2,2,2
31,"Yes","Travel_Frequently",667,"Sales",1,4,"Life Sciences",1427,2,"Female",50,1,1,"Sales Representative",3,"Single",1359,16154,1,"No",12,3,2,0,1,3,3,1,0,0,0
27,"Yes","Travel_Rarely",135,"Research & Development",17,4,"Life Sciences",1405,4,"Female",51,3,1,"Research Scientist",3,"Single",2394,25681,1,"Yes",13,3,4,0,8,2,3,8,2,7,7
33,"Yes","Travel_Frequently",1076,"Research & Development",3,3,"Life Sciences",702,1,"Male",70,3,1,"Research Scientist",1,"Single",3348,3164,1,"Yes",11,3,1,0,10,3,3,10,8,9,7
31,"Yes","Travel_Rarely",359,"Human Resources",18,5,"Human Resources",1842,4,"Male",89,4,1,"Human Resources",1,"Married",2956,21495,0,"No",17,3,3,0,2,4,3,1,0,0,0
49,"Yes","Travel_Frequently",1475,"Research & Development",28,2,"Life Sciences",1420,1,"Male",97,2,2,"Laboratory Technician",1,"Single",4284,22710,3,"No",20,4,1,0,20,2,3,4,3,1,3
31,"Yes","Travel_Frequently",534,"Research & Development",20,3,"Life Sciences",587,1,"Male",66,3,3,"Healthcare Representative",3,"Married",9824,22908,3,"No",12,3,1,0,12,2,3,1,0,0,0
40,"Yes","Travel_Rarely",1329,"Research & Development",7,3,"Life Sciences",1649,1,"Male",73,3,1,"Laboratory Technician",1,"Single",2166,3339,3,"Yes",14,3,2,0,10,3,1,4,2,0,3
39,"Yes","Travel_Rarely",895,"Sales",5,3,"Technical Degree",42,4,"Male",56,3,2,"Sales Representative",4,"Married",2086,3335,3,"No",14,3,3,1,19,6,4,1,0,0,0
35,"Yes","Travel_Frequently",880,"Sales",12,4,"Other",1667,4,"Male",36,3,2,"Sales Executive",4,"Single",4581,10414,3,"Yes",24,4,1,0,13,2,4,11,9,6,7
31,"Yes","Travel_Rarely",249,"Sales",6,4,"Life Sciences",163,2,"Male",76,1,2,"Sales Executive",3,"Married",6172,20739,4,"Yes",18,3,2,0,12,3,2,7,7,7,7
29,"Yes","Travel_Rarely",428,"Sales",9,3,"Marketing",1752,2,"Female",52,1,1,"Sales Representative",2,"Single",2760,14630,1,"No",13,3,3,0,2,3,3,2,2,2,2
39,"Yes","Travel_Frequently",203,"Research & Development",2,3,"Life Sciences",1127,1,"Male",84,3,4,"Healthcare Representative",4,"Divorced",12169,13547,7,"No",11,3,4,3,21,4,3,18,7,11,5
39,"Yes","Travel_Rarely",360,"Research & Development",23,3,"Medical",1310,3,"Male",93,3,1,"Research Scientist",1,"Single",3904,22154,0,"No",13,3,1,0,6,2,3,5,2,0,3
18,"Yes","Travel_Frequently",1306,"Sales",5,3,"Marketing",614,2,"Male",69,3,1,"Sales Representative",2,"Single",1878,8059,1,"Yes",14,3,4,0,0,3,3,0,0,0,0
28,"Yes","Travel_Frequently",289,"Research & Development",2,2,"Medical",1504,3,"Male",38,2,1,"Laboratory Technician",1,"Single",2561,5355,7,"No",11,3,3,0,8,2,2,0,0,0,0
26,"Yes","Travel_Rarely",950,"Sales",4,4,"Marketing",401,4,"Male",48,2,2,"Sales Executive",4,"Single",5828,8450,1,"Yes",12,3,2,0,8,0,3,8,7,7,4
26,"Yes","Non-Travel",265,"Sales",29,2,"Medical",1037,2,"Male",79,1,2,"Sales Executive",1,"Single",4969,21813,8,"No",18,3,4,0,7,6,3,2,2,2,2
18,"Yes","Travel_Frequently",544,"Sales",3,2,"Medical",1624,2,"Female",70,3,1,"Sales Representative",4,"Single",1569,18420,1,"Yes",12,3,3,0,0,2,4,0,0,0,0
31,"Yes","Travel_Frequently",534,"Research & Development",20,3,"Life Sciences",587,1,"Male",66,3,3,"Healthcare Representative",3,"Married",9824,22908,3,"No",12,3,1,0,12,2,3,1,0,0,0
19,"Yes","Travel_Rarely",528,"Sales",22,1,"Marketing",167,4,"Male",50,3,1,"Sales Representative",3,"Single",1675,26820,1,"Yes",19,3,4,0,0,2,2,0,0,0,0
21,"Yes","Travel_Rarely",1334,"Research & Development",10,3,"Life Sciences",1079,3,"Female",36,2,1,"Laboratory Technician",1,"Single",1416,17258,1,"No",13,3,1,0,1,6,2,1,0,1,0
44,"Yes","Travel_Rarely",1376,"Human Resources",1,2,"Medical",1098,2,"Male",91,2,3,"Human Resources",1,"Married",10482,2326,9,"No",14,3,4,1,24,1,3,20,6,3,6
29,"Yes","Travel_Frequently",337,"Research & Development",14,1,"Other",1421,3,"Female",84,3,3,"Healthcare Representative",4,"Single",7553,22930,0,"Yes",12,3,1,0,9,1,3,8,7,7,7
30,"Yes","Travel_Rarely",740,"Sales",1,3,"Life Sciences",1562,2,"Male",64,2,2,"Sales Executive",1,"Married",9714,5323,1,"No",11,3,4,1,10,4,3,10,8,6,7
48,"Yes","Travel_Rarely",626,"Research & Development",1,2,"Life Sciences",64,1,"Male",98,2,3,"Laboratory Technician",3,"Single",5381,19294,9,"Yes",13,3,4,0,23,2,3,1,0,0,0
43,"Yes","Travel_Rarely",1372,"Sales",9,3,"Marketing",1188,1,"Female",85,1,2,"Sales Executive",3,"Single",5346,9489,8,"No",13,3,2,0,7,2,2,4,3,1,3
21,"Yes","Travel_Rarely",337,"Sales",7,1,"Marketing",1780,2,"Male",31,3,1,"Sales Representative",2,"Single",2679,4567,1,"No",13,3,2,0,1,3,3,1,0,1,0
26,"Yes","Travel_Rarely",1146,"Sales",8,3,"Technical Degree",796,4,"Male",38,2,2,"Sales Executive",1,"Single",5326,3064,6,"No",17,3,3,0,6,2,2,4,3,1,2
48,"Yes","Travel_Rarely",626,"Research & Development",1,2,"Life Sciences",64,1,"Male",98,2,3,"Laboratory Technician",3,"Single",5381,19294,9,"Yes",13,3,4,0,23,2,3,1,0,0,0
56,"Yes","Travel_Rarely",310,"Research & Development",7,2,"Technical Degree",2032,4,"Male",72,3,1,"Laboratory Technician",3,"Married",2339,3666,8,"No",11,3,4,1,14,4,1,10,9,9,8
23,"Yes","Travel_Rarely",427,"Sales",7,3,"Life Sciences",1702,3,"Male",99,3,1,"Sales Representative",4,"Divorced",2275,25103,1,"Yes",21,4,2,1,3,2,3,3,2,0,2
29,"Yes","Travel_Rarely",806,"Research & Development",7,3,"Technical Degree",1299,2,"Female",39,3,1,"Laboratory Technician",3,"Divorced",3339,17285,3,"Yes",13,3,1,2,10,2,3,7,7,7,7
28,"Yes","Travel_Frequently",1496,"Sales",1,3,"Technical Degree",1486,1,"Male",92,3,1,"Sales Representative",3,"Married",2909,15747,3,"No",15,3,4,1,5,3,4,3,2,1,2
37,"Yes","Travel_Rarely",370,"Research & Development",10,4,"Medical",1809,4,"Male",58,3,2,"Manufacturing Director",1,"Single",4213,4992,1,"No",15,3,2,0,10,4,1,10,3,0,8
30,"Yes","Travel_Rarely",138,"Research & Development",22,3,"Life Sciences",1004,1,"Female",48,3,1,"Research Scientist",3,"Married",2132,11539,4,"Yes",11,3,2,0,7,2,3,5,2,0,1
30,"Yes","Travel_Frequently",600,"Human Resources",8,3,"Human Resources",1747,3,"Female",66,2,1,"Human Resources",4,"Divorced",2180,9732,6,"No",11,3,3,1,6,0,2,4,2,1,2
53,"Yes","Travel_Rarely",607,"Research & Development",2,5,"Technical Degree",1572,3,"Female",78,2,3,"Manufacturing Director",4,"Married",10169,14618,0,"No",16,3,2,1,34,4,3,33,7,1,9
25,"Yes","Travel_Rarely",688,"Research & Development",3,3,"Medical",538,1,"Male",91,3,1,"Laboratory Technician",1,"Married",4031,9396,5,"No",13,3,3,1,6,5,3,2,2,0,2
37,"Yes","Travel_Rarely",1373,"Research & Development",2,2,"Other",4,4,"Male",92,2,1,"Laboratory Technician",3,"Single",2090,2396,6,"Yes",15,3,2,0,7,3,3,0,0,0,0
56,"Yes","Travel_Rarely",310,"Research & Development",7,2,"Technical Degree",2032,4,"Male",72,3,1,"Laboratory Technician",3,"Married",2339,3666,8,"No",11,3,4,1,14,4,1,10,9,9,8
21,"Yes","Travel_Frequently",756,"Sales",1,1,"Technical Degree",478,1,"Female",99,2,1,"Sales Representative",2,"Single",2174,9150,1,"Yes",11,3,3,0,3,3,3,3,2,1,2
52,"Yes","Travel_Rarely",723,"Research & Development",8,4,"Medical",433,3,"Male",85,2,2,"Research Scientist",2,"Married",4941,17747,2,"No",15,3,1,0,11,3,2,8,2,7,7
29,"Yes","Travel_Rarely",318,"Research & Development",8,4,"Other",454,2,"Male",77,1,1,"Laboratory Technician",1,"Married",2119,4759,1,"Yes",11,3,4,0,7,4,2,7,7,0,7
